,Unnamed: 0,date,text,GPE,gpe,country,score
53710,53710,2019-12-11 14:24:58,RT @JennaEllisEsq: The Dems are trying to minimize the IG Report but the real story is that it’s VERY DAMAGING.,[],,,
25499,25499,2016-07-17 13:04:10,.,[],,,
13839,13839,2014-03-31 21:25:59,Noisy windfarm driving community crazy!,[],,,
37819,37819,2018-09-20 17:30:10,Big Crime fighter.,[],,,
30747,30747,2017-09-19 11:21:30,We have a great team.,[],,,
4280,4280,2012-10-12 01:47:09,Biden's statements on Medicare are very effective.,[],,,
5153,5153,2012-11-08 15:48:31,.,[],,,
57748,57748,2020-02-12 22:18:58,#KAG2020????,[],,,
15652,15652,2014-10-06 16:14:16,@ScotGolfPodcast Work has not yet begun.,[],,,
47685,47685,2019-08-24 15:08:51,Big weekend with other world leaders!,[],,,
22647,22647,2016-02-11 02:51:40,I have been consistent in my opposition to Common Core.,[],,,
26984,26984,2016-10-05 18:40:17,https://t.co/xzJhrLgjHP,[],,,
18443,18443,2015-06-24 02:49:46,Speaking at the Red White and Blue Dinner in Maryland- https://t.co/TzuXN715fQ,[],,,
35640,35640,2018-06-28 11:02:01,There was no Collusion and the Witch Hunt headed by 13 Angry Democrats and others who are totally conflicted is Rigged!,[],,,
42489,42489,2019-04-09 04:51:09,RT @GOPChairwoman: Our economy is on fire.,[],,,
49258,49258,2019-09-25 17:45:48,The only corruption worse than Biden’…,[],,,
50478,50478,2019-10-13 04:31:50,RT @DevinNunes: Did Mueller lie to Congress about meeting with Trump before he took the special counsel job?,[],,,
11415,11415,2013-08-28 17:19:04,Via @ WSOC_TV: “Blair Miller talks with Donald Trump about Charlotte ventures” http://t.co/ke9xm4P1RP,[],,,
35984,35984,2018-07-15 16:18:12,This is why there is such hatred and dissension in our country – but at some point it will heal!,[],,,
7861,7861,2013-02-28 22:11:09,@JackieHearns  Thanks Jacqueline.,[],,,
40404,40404,2019-01-04 20:36:38,“Job growth surges by 312000 in December” https://t.co/FCSwxFZjUF,[],,,
36643,36643,2018-08-10 12:18:55,Numerous players from different teams wanted to show their “outrage” at something that most of them are unable to define.,[],,,
4273,4273,2012-10-12 01:04:30,#VPDebate,[],,,
8199,8199,2019-05-29 11:40:30,Republicans cannot allow themselves to again lose the Senate seat in the Great State of Alabama.,,the Great State,Zimbabwe,0.1862
4537,4537,2016-11-06 04:27:00,RT @DanScavino: Join @realDonaldTrump LIVE in Denver Colorado via his #Facebook page- we are here!!#MakeAmericaGreatAgain????,,Denver,United States,0.5781
9728,9728,2019-11-03 20:23:15,Virginia has the best Unemployment and Economic numbers in the history of the State.,,Virginia,United States,0.3182
8077,8077,2019-05-13 15:55:23,Therefore China should not retaliate-will only get worse!,,China,China,-0.5255
1879,1879,2013-11-11 03:11:51,If we could force Russia China and other competitors to use ObamaCare we would be able to instantly destroy their great economic success!,,China,China,0.68
7982,7982,2019-05-08 02:21:37,RT @realDonaldTrump: Puerto Rico has been given more money by Congress for Hurricane Disaster Relief 91 Billion Dollars than any State in…,,Puerto Rico,Puerto Rico,-0.25
1775,1775,2013-09-12 20:16:13,My interview w/ @BloombergTV's Peter Cook re the Old Post Office Bldg becoming Trump Int'l Hotel Washington D.C. http://t.co/Y392fPAm97,,Washington D.C.,United States,0.0
7080,7080,2018-11-05 01:36:10,Thank you for joining us tonight in Tennessee @TheLeeGreenwood.,,Tennessee,United States,0.3612
8307,8307,2019-06-08 11:02:17,Mexico will try very hard and if they do that this will be a very successful agreement for both the United States and Mexico!,,Mexico,Mexico,0.8741
5247,5247,2017-09-26 10:47:49,But while Dallas dropped to its knees as a team they all stood up for our National Anthem.,,Dallas,United States,0.0
3879,3879,2016-04-27 20:22:25,THANK YOU Connecticut Delaware Maryland Pennsylvania and Rhode Island!,,Delaware,United States,0.5461
9990,9990,2019-12-11 19:10:25,RT @WhiteHouse: Thanks to President @realDonaldTrump's leadership in establishing space as a warfighting domain the United States will dom…,,the United States,United States,0.6908
6773,6773,2018-10-01 10:30:08,Late last night our deadline we reached a wonderful new Trade Deal with Canada to be added into the deal already reached with Mexico.,,Mexico,Mexico,0.6705
6974,6974,2018-10-27 19:43:45,As you know earlier today there was a horrific shooting targeting and killing Jewish Americans at the Tree of Life Synagogue in Pittsburgh Pennsylvania.,,Pennsylvania,United States,-0.8689
9349,9349,2019-09-30 11:48:03,“China Trade Turmoil: China Urging a CALM AND RATIONAL Solution.” @MariaBartiromo @FoxBusiness China is doing very poorly while the USA under your favorite President’s leadership continues to soar to new heights - and despite the Do Nothing Democrats we have just begun!,,new heights,United States,0.5893
9129,9129,2019-09-04 16:50:45,RT @NHC_Atlantic: The Hurricane Warning has been extended northward to the North Carolina/Virginia border including Albemarle and Pamlico…,,North Carolina,United States,-0.34
10062,10062,2019-12-19 15:18:39,RT @SpecialReport: Attorney General William Barr defending his decision to order a review of the Trump-Russia probe's origins told a Sena…,,Russia,Russia,0.0
10668,10668,2020-03-03 14:49:35,RT @Franklin_Graham: Pray for residents of Nashville and Middle Tennessee who were in the path of powerful tornadoes that struck early this…,,Middle Tennessee,United States,0.4767
9698,9698,2019-11-01 01:32:44,....New York and always will but unfortunately despite the fact that I pay millions of dollars in city state and local taxes each year I have been treated very badly by the political leaders of both the city and state.,,New York,United States,-0.8515
8795,8795,2019-08-07 10:21:11,Over the past many decades the U.S. has been paid very little by South Korea but last year at the request of President Trump South Korea paid $990000000..,,South Korea,South Korea,0.0
4854,4854,2017-04-21 10:32:01,The people of France will not take much more of this.,,France,France,0.0
9763,9763,2019-11-06 05:15:06,Will be in Louisiana for @EddieRispone on Wednesday night.,,@EddieRispone,None,0.0
6894,6894,2018-10-18 23:49:45,Prime Minister @AbeShinzo of Japan has been working with me to help balance out the one-sided Trade with Japan.,,Japan,Japan,0.4019
10371,10371,2020-02-01 14:05:19,RT @SeanDNaylor: U.S. killed a top al-Qaeda leader in Yemen reports say https://t.co/MVV9dTl721 via @Yahoo,,U.S.,United States,-0.5719
7970,7970,2019-05-06 13:48:41,....Alabama Iowa Nebraska Georgia South Carolina North Carolina and others unless much more money is given to Puerto Rico.,,Puerto Rico,Puerto Rico,0.0
2274,2274,2014-07-04 04:38:28,After foolishly spending two trillion $'s and losing so many great young people the U.S. will be the only one who won't get the oil in Iraq,,U.S.,United States,-0.0056
8321,8321,2019-06-09 23:29:33,RT @charliekirk11: It’s amazing to see Democrats within a span of 2 days go from being against Trump’s tariffs on Mexico to now being again…,,Mexico,Mexico,0.5859
7525,7525,2019-01-31 15:08:03,Schumer and the Democrats are big fans of being weak and passive with Iran.,,Iran,Iran,-0.2732
7817,7817,2019-04-09 03:10:33,A 9th Circuit Judge just ruled that Mexico is too dangerous for migrants.,,Mexico,Mexico,-0.4767
10132,10132,2019-12-31 14:16:40,At a later date I will be going to Beijing where talks will begin on Phase Two!,,Beijing,China,0.0
1509,1509,2013-06-03 19:23:23,70 stories above Panama Bay @TrumpPanama the majestic sail design is Central America’s architectural icon http://t.co/jXPKC2ClgC,,Panama,Panama,0.0
2732,2732,2015-03-30 19:31:33,“US tycoon Donald Trump in talks with Ryanair to bring more flights back to Prestwick Airport” http://t.co/9zLfXM3U4B  via @Daily_Record,,US,United States,0.0
2573,2573,2014-11-07 14:50:57,Autism Speaks' Bob and Suzanne Wright will address the Pontifical Council on Health Care Workers at the Vatican in Rome.,,Rome,Italy,0.4939
3103,3103,2015-09-25 17:06:46,Will be in Oklahoma tonight!,,Oklahoma,United States,0.0
6173,6173,2018-06-13 09:56:57,North Korea has great potential for the future!,,North Korea,North Korea,0.6588
2146,2146,2014-05-19 06:10:21,I cannot believe how well certain areas are doing relative to the U.S.,,U.S.,United States,0.0736
7652,7652,2019-02-27 15:38:24,Great meeting and dinner with Kim Jong Un in Hanoi Vietnam tonight.,,Hanoi,Vietnam,0.6249
6156,6156,2018-06-09 23:03:16,Based on Justin’s false statements at his news conference and the fact that Canada is charging massive Tariffs to our U.S. farmers workers and companies I have instructed our U.S. Reps not to endorse the Communique as we look at Tariffs on automobiles flooding the U.S. Market!,,U.S.,United States,-0.308
7164,7164,2018-11-11 14:52:56,Beautiful ceremony today in Paris commemorating the end of World War One.,,Paris,France,0.0
5058,5058,2017-08-03 18:03:33,Today I  announced another historic breakthrough for the VA. We are working tirelessly to keep our promises to our GREAT VETERANS!,,VA,United States,0.8283
9743,9743,2019-11-05 12:47:14,Fantastic being in the Great State of Kentucky last night.,,the Great State,Zimbabwe,0.8271
4297,4297,2016-09-21 00:07:51,Thank you Kenansville North Carolina!,,North Carolina,United States,0.4199
3014,3014,2015-08-11 01:03:56,Why should Kentucky be back up plan?,,Kentucky,United States,0.0
5880,5880,2018-04-19 15:23:22,Thank you San Diego County for defending the rule of law and supporting our lawsuit against California's illegal and unconstitutional 'Sanctuary' policies.,,San Diego County,United States,-0.0258
839,839,2012-09-13 13:15:48,We threw our ally Mubarak overboard and Egypt is now our enemy.,,Egypt,Egypt,-0.5423
6022,6022,2018-05-20 13:11:05,....At what point does this soon to be $20000000 Witch Hunt composed of 13 Angry and Heavily Conflicted Democrats and two people who have worked for Obama for 8 years STOP!,,Obama,Japan,-0.8412
1315,1315,2013-03-09 10:36:53,How much is South Korea paying the U.S. for protection against North Korea????,,North Korea,North Korea,0.0
2876,2876,2015-06-04 22:28:37,Standing room only in Mason City Iowa!,,Mason City Iowa,United States,0.0
5599,5599,2018-01-14 12:58:43,The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Korea).,,N. Korea,North Korea,0.4404
3689,3689,2016-03-07 22:48:21,Thank you Idaho!,,Idaho,United States,0.4199
7984,7984,2019-05-08 12:48:16,China has just informed us that they (Vice-Premier) are now coming to the U.S. to make a deal.,,U.S.,United States,0.0
5084,5084,2017-08-08 10:41:59,RT @foxandfriends: U.S. spy satellites detect North Korea moving anti-ship cruise missiles to patrol boat https://t.co/BPFXsLffgy,,U.S.,United States,0.0
