,Unnamed: 0,date,text,GPE,gpe,country,score
6042,6042,2014/05/18_13:30,OFA volunteers want to know: Do health care repealers still want to take health care away from millions?,[],,,
8228,8228,2013/12/03_11:56,President Obama: More than 100M insured Americans have gained access to preventive care to help them stay healthy at no out of pocket cost.,[],,,
357,357,2017/08/12_17:06,...For love comes more naturally to the human heart than its opposite.,[],,,
5813,5813,2014/06/20_10:40,Another victory for equality: http://ofa.bo/iqXÂ  #LoveIsLove,[],,,
3635,3635,2015/03/30_14:53,Stay calm but act fast: There's one day left to enter for the chance to meet President Obama.,[],,,
10921,10921,2013/03/15_12:02,"President Obama: ""Letâ€™s set up an Energy Security Trust that helps us free our families and businesses from painful spikes in gas prices.""",[],,,
2533,2533,2015/09/05_09:58,â€”President Obamahttp://ofa.bo/r9IGÂ,[],,,
9594,9594,2013/08/05_14:17,Retweet to tell the House of Representatives to #StandWithOurFuture and pass immigration reform.,[],,,
11423,11423,2013/02/05_11:10,http://OFA.BO/wuH5dVÂ,[],,,
11533,11533,2013/01/21_09:07,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law.,[],,,
11021,11021,2013/03/07_06:36,http://OFA.BO/GZGLfFÂ,[],,,
10777,10777,2013/03/28_13:36,http://OFA.BO/FpzdLmÂ  #DemandAction,[],,,
6073,6073,2014/05/15_15:15,The President is taking steps to save energy and money.,[],,,
724,724,2016/08/30_13:03,Summer's almost over Senate leaders.,[],,,
3924,3924,2015/02/12_15:27,Speaking of #YOLO: http://ofa.bo/h2spÂ,[],,,
8685,8685,2013/10/23_08:11,http://OFA.BO/shYsgiÂ,[],,,
908,908,2016/07/30_09:39,In the weekly address retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy.http://ofa.bo/2akk9jJÂ,[],,,
2454,2454,2015/09/23_09:41,Michelle and I extend our wishes for an easy fast to all those observing Yom Kippur.,[],,,
7772,7772,2014/01/15_15:11,Coat check.,[],,,
5916,5916,2014/06/08_10:33,Watch: Climate change is happening now and President Obama is taking action.,[],,,
9849,9849,2013/07/18_14:32,"This week President Obama addressed Spanish-speaking TV viewers in a ""Live from the White House"" special: http://OFA.BO/Z1nPUGÂ",[],,,
454,454,2016/10/26_09:26,Add your name now:http://ofa.bo/2dIKiZLÂ,[],,,
11058,11058,2013/03/03_10:15,#JobsNotCutspic.twitter.com/N5PubdNYrm,[],,,
8565,8565,2013/10/30_13:45,â€”President Obama on #Obamacare,[],,,
5677,5677,2014/06/30_12:05,Tune in here:http://ofa.bo/s03nÂ,[],,,
2540,2540,2015/09/04_10:00,Higher wages 173000 jobs added and a dropping unemployment rate are all good newsâ€”but there's more work to do.http://ofa.bo/f9IHÂ,[],,,
2061,2061,2015/12/15_14:17,http://ofa.bo/d5LVÂ,[],,,
8901,8901,2013/10/05_10:46,Watch: President Obama's message to @OFA about @Obamacare:http://OFA.BO/FETPQDÂ,[],,,
8820,8820,2013/10/14_07:34,Tell Tea Party Republicans to stop playing games with our economy.,[],,,
6889,6889,2014/03/11_09:34,http://ofa.bo/jEtÂ  #LastCall2014pic.twitter.com/980WUM6LXY,[],,,
6852,6852,2014/03/13_16:19,No one's invincibleâ€”and @OFA supporters are letting people know to #GetCoveredNow: http://ofa.bo/tFlÂ,[],,,
10478,10478,2013/05/17_11:02,Watch now: http://OFA.BO/vGG6SDÂ,[],,,
7605,7605,2014/01/28_18:40,Add your name: http://ofa.bo/f2cÂ  #SOTUpic.twitter.com/l9MfETHWOn,[],,,
2958,2958,2015/07/05_15:01,â€”President Obama #SheBelievespic.twitter.com/UlONxdmVjl,[],,,
5593,5593,2014/07/08_17:48,Read more: http://ofa.bo/e09gÂ,[],,,
8697,8697,2013/10/22_09:04,#JustFixIt,[],,,
4352,4352,2014/12/15_07:52,You don't have much time left to start 2015 with health insurance.,[],,,
6371,6371,2014/04/16_10:41,It's about people.,[],,,
9630,9630,2013/08/01_15:20,State by state here are the economic benefits of comprehensive #immigration reform:http://OFA.BO/rptTBqÂ,[],,,
10811,10811,2013/03/27_09:33,Joe's a gun store owner and NRA memberâ€”and he supports background checks for all gun sales: http://OFA.BO/f7tbrMÂ  #TimeToAct,[],,,
19,19,2018/11/18_15:32,Iâ€™m looking forward to hearing a few from leaders around the world and sharing my own at the @ObamaFoundation Summit in Chicago.,,Chicago,United States,0.4215
500,500,2014/06/19_14:55,Watch what President Obama said today about the situation in Iraq:http://ofa.bo/iqOÂ,,Iraq,Iraq,0.0
341,341,2015/02/06_11:47,America is poised for another good year... as long as Washington works to keep this progress going.,,America,United States,0.7992
3,3,2019/03/17_06:56,In 2011 I visited the tiny town of Moneygall and got to walk around in the house where my great-great-great grandfather Falmouth Kearney lived his early life.,,Moneygall,Ireland,0.0
6,6,2019/03/10_18:02,Michelle and I send our deepest sympathies to all who knew the victims of todayâ€™s plane crash in Ethiopia.,,Ethiopia,Ethiopia,-0.6124
823,823,2013/06/06_10:37,To keep talented entrepreneurs in America #ImmigrationReform is a must.,,America,United States,0.5106
228,228,2015/07/18_08:04,This deal will make America and the world safer and more secure.,,America,United States,0.6697
505,505,2014/06/06_13:39,Good news: The economy added 216000 private sector jobs in May.,,May.,Mayotte,0.4404
14,14,2018/12/29_08:15,Leaders like Jonny Boucher a Chicago native who after losing too many friends and family to suicide started a coffee shop to offer emotional support and guidance to those who might be in need of a little more than a strong cup of coffee to get through their day.pic.twitter.com/H6XPceR6d9,,Chicago,United States,0.6267
422,422,2014/09/20_12:14,Check this out: @OFA volunteers in California took a stand for clean energy.,,California,United States,0.5859
83,83,2016/06/27_09:58,The Supreme Court just struck down Texas' overly restrictive abortion lawsâ€”a win for women's reproductive rights.http://ofa.bo/d65wÂ,,Texas,United States,0.7506
303,303,2015/04/20_14:31,WATCH: This is why it's important for the United States to #LeadOnTrade.http://ofa.bo/q4pHÂ,,the United States,United States,0.5574
810,810,2013/06/18_10:36,â€”Obama Administration on H.R.,,H.R.,None,0.0
343,343,2015/02/06_11:31,LIVE: The President answers questions from students and faculty at Ivy Tech Community College in Indianapolis.,,Indianapolis,United States,0.0
957,957,2012/11/06_16:13,Pennsylvania: Polls close at 8pm ET and you can vote as long as you're in line before then.,,Pennsylvania,United States,0.0
287,287,2015/05/08_10:20,When the playing field is level nobody beats the United States of America.,,the United States of America,United States,0.5574
598,598,2014/02/14_07:54,When women succeed America succeeds.,,America,United States,0.7506
420,420,2014/09/24_11:05,These Fortune 500 companies are stepping up their commitment to fight climate change: http://ofa.bo/s0ywÂ  #ActOnClimate,,http://ofa.bo/s0ywÂ,Russia,0.0
181,181,2015/10/21_11:45,LIVE: President Obama is in West Virginia hosting a community discussion on drug abuse.,,West Virginia,United States,-0.6369
955,955,2012/11/06_17:45,Iowa spread the word: Your polls close at 9pm CT and you can vote as long as you're in line by then.,,Iowa,United States,0.0
658,658,2013/12/04_09:05,â€”President Obama #ABetterBargain,,Obama,Japan,0.0
508,508,2014/06/02_12:04,Power plants are responsible for about 40% of America's carbon pollution.,,America,United States,0.3182
